iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,positive_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,stringency_index,population,population_density
LAO,Laos,27/6/2021,2110.0,10.0,3.0,0.0,284.173,1.347,0.404,0.0,,,,,,,,,55476.0,1354.0,7.471,0.182,0.0083,,,,,,,,,,60.19,7425058,29.715
LAO,Laos,28/6/2021,2110.0,0.0,3.0,0.0,284.173,0.0,0.404,0.0,,,,,,,,,56605.0,1129.0,7.624,0.152,0.0073,1416267.0,886238.0,530029.0,,,19.07,11.94,7.14,,60.19,7425058,29.715
LAO,Laos,29/6/2021,2110.0,0.0,3.0,0.0,284.173,0.0,0.404,0.0,,,,,,,,,57463.0,858.0,7.739,0.116,0.0058,,,,,,,,,,60.19,7425058,29.715
LAO,Laos,30/6/2021,2121.0,11.0,3.0,0.0,285.654,1.481,0.404,0.0,,,,,,,,,,,,,0.0066,,,,,,,,,,60.19,7425058,29.715
LAO,Laos,1/7/2021,2144.0,23.0,3.0,0.0,288.752,3.098,0.404,0.0,,,,,,,,,58987.0,1524.0,7.944,0.205,0.0106,,,,,,,,,,60.19,7425058,29.715
LAO,Laos,2/7/2021,2176.0,32.0,3.0,0.0,293.062,4.31,0.404,0.0,,,,,,,,,60657.0,1670.0,8.169,0.225,0.0125,,,,,,,,,,60.19,7425058,29.715
LAO,Laos,3/7/2021,2213.0,37.0,3.0,0.0,298.045,4.983,0.404,0.0,,,,,,,,,,,,,0.0168,,,,,,,,,,60.19,7425058,29.715
LAO,Laos,4/7/2021,2244.0,31.0,3.0,0.0,302.22,4.175,0.404,0.0,,,,,,,,,62374.0,1717.0,8.4,0.231,0.0194,1530667.0,942835.0,587832.0,,,20.61,12.7,7.92,,60.19,7425058,29.715
LAO,Laos,5/7/2021,2300.0,56.0,3.0,0.0,309.762,7.542,0.404,0.0,,,,,,,,,63217.0,843.0,8.514,0.114,0.0287,1537511.0,947702.0,589809.0,,6844.0,20.71,12.76,7.94,,60.19,7425058,29.715
LAO,Laos,6/7/2021,2356.0,56.0,3.0,0.0,317.304,7.542,0.404,0.0,,,,,,,,,64776.0,1559.0,8.724,0.21,0.0336,1552182.0,956535.0,595647.0,,14671.0,20.9,12.88,8.02,,57.87,7425058,29.715
LAO,Laos,7/7/2021,2400.0,44.0,3.0,0.0,323.23,5.926,0.404,0.0,,,,,,,,,66960.0,2184.0,9.018,0.294,0.0319,,,,,,,,,,57.87,7425058,29.715
LAO,Laos,8/7/2021,2469.0,69.0,3.0,0.0,332.523,9.293,0.404,0.0,,,,,,,,,68570.0,1610.0,9.235,0.217,0.0339,,,,,,,,,,57.87,7425058,29.715
LAO,Laos,9/7/2021,2537.0,68.0,3.0,0.0,341.681,9.158,0.404,0.0,,,,,,,,,70030.0,1460.0,9.432,0.197,0.0385,1648060.0,1015262.0,632798.0,,,22.2,13.67,8.52,,57.87,7425058,29.715
LAO,Laos,10/7/2021,2630.0,93.0,3.0,0.0,354.206,12.525,0.404,0.0,,,,,,,,,71997.0,1967.0,9.696,0.265,0.0398,,,,,,,,,,57.87,7425058,29.715
LAO,Laos,11/7/2021,2719.0,89.0,3.0,0.0,366.192,11.986,0.404,0.0,,,,,,,,,73245.0,1248.0,9.865,0.168,0.0437,1666793.0,1025248.0,641545.0,,,22.45,13.81,8.64,,57.87,7425058,29.715
LAO,Laos,12/7/2021,2825.0,106.0,3.0,0.0,380.468,14.276,0.404,0.0,,,,,,,,,74744.0,1499.0,10.066,0.202,0.0455,,,,,,,,,,57.87,7425058,29.715
LAO,Laos,13/7/2021,2901.0,76.0,3.0,0.0,390.704,10.236,0.404,0.0,,,,,,,,,76367.0,1623.0,10.285,0.219,0.047,,,,,,,,,,57.87,7425058,29.715
LAO,Laos,14/7/2021,2976.0,75.0,3.0,0.0,400.805,10.101,0.404,0.0,,,,,,,,,78255.0,1888.0,10.539,0.254,0.051,1708981.0,1038254.0,670727.0,,,23.02,13.98,9.03,,57.87,7425058,29.715
LAO,Laos,15/7/2021,3092.0,116.0,4.0,1.0,416.428,15.623,0.539,0.135,,,,,,,,,79706.0,1451.0,10.735,0.195,0.0559,,,,,,,,,,48.15,7425058,29.715
LAO,Laos,16/7/2021,3187.0,95.0,4.0,0.0,429.222,12.795,0.539,0.0,,,,,,,,,81403.0,1697.0,10.963,0.229,0.0571,,,,,,,,,,48.15,7425058,29.715
LAO,Laos,17/7/2021,3295.0,108.0,4.0,0.0,443.768,14.545,0.539,0.0,,,,,,,,,,,,,0.0628,1777140.0,1050818.0,,,,23.93,14.15,,,48.15,7425058,29.715
LAO,Laos,18/7/2021,3426.0,131.0,5.0,1.0,461.411,17.643,0.673,0.135,,,,,,,,,83759.0,2356.0,11.281,0.317,0.0672,,,,,,,,,,48.15,7425058,29.715
LAO,Laos,19/7/2021,3540.0,114.0,5.0,0.0,476.764,15.353,0.673,0.0,,,,,,,,,85055.0,1296.0,11.455,0.175,0.0693,,,,,,,,,,48.15,7425058,29.715
LAO,Laos,20/7/2021,3710.0,170.0,5.0,0.0,499.659,22.895,0.673,0.0,,,,,,,,,86900.0,1845.0,11.704,0.248,0.0768,,,,,,,,,,48.15,7425058,29.715
LAO,Laos,21/7/2021,3863.0,153.0,5.0,0.0,520.265,20.606,0.673,0.0,,,,,,,,,88051.0,1151.0,11.859,0.155,0.0906,,1061689.0,,,,,14.3,,,48.15,7425058,29.715
LAO,Laos,22/7/2021,4119.0,256.0,5.0,0.0,554.743,34.478,0.673,0.0,,,,,,,,,90307.0,2256.0,12.162,0.304,0.0969,,,,,,,,,,48.15,7425058,29.715
LAO,Laos,23/7/2021,4342.0,223.0,5.0,0.0,584.777,30.033,0.673,0.0,,,,,,,,,92061.0,1754.0,12.399,0.236,0.1083,,,,,,,,,,48.15,7425058,29.715
LAO,Laos,24/7/2021,4620.0,278.0,5.0,0.0,622.217,37.441,0.673,0.0,,,,,,,,,94632.0,2571.0,12.745,0.346,0.1099,,,,,,,,,,48.15,7425058,29.715
LAO,Laos,25/7/2021,4762.0,142.0,5.0,0.0,641.342,19.124,0.673,0.0,,,,,,,,,95985.0,1353.0,12.927,0.182,0.1092,,1062365.0,,,,,14.31,,,48.15,7425058,29.715
LAO,Laos,26/7/2021,4985.0,223.0,5.0,0.0,671.375,30.033,0.673,0.0,,,,,,,,,97329.0,1344.0,13.108,0.181,0.1178,,,,,,,,,,48.15,7425058,29.715
LAO,Laos,27/7/2021,5154.0,169.0,5.0,0.0,694.136,22.761,0.673,0.0,,,,,,,,,98712.0,1383.0,13.294,0.186,0.1223,,,,,,,,,,48.15,7425058,29.715
LAO,Laos,28/7/2021,5434.0,280.0,6.0,1.0,731.846,37.71,0.808,0.135,,,,,,,,,100792.0,2080.0,13.575,0.28,0.1233,,,,,,,,,,48.15,7425058,29.715
LAO,Laos,29/7/2021,5675.0,241.0,6.0,0.0,764.304,32.458,0.808,0.0,,,,,,,,,102874.0,2082.0,13.855,0.28,0.1238,,,,,,,,,,48.15,7425058,29.715
LAO,Laos,30/7/2021,5919.0,244.0,6.0,0.0,797.165,32.862,0.808,0.0,,,,,,,,,105253.0,2379.0,14.175,0.32,0.1195,,,,,,,,,,48.15,7425058,29.715
LAO,Laos,31/7/2021,6299.0,380.0,7.0,1.0,848.344,51.178,0.943,0.135,,,,,,,,,107837.0,2584.0,14.523,0.348,0.1272,2050711.0,1179668.0,988156.0,,,27.62,15.89,13.31,,48.15,7425058,29.715
LAO,Laos,1/8/2021,6566.0,267.0,7.0,0.0,884.303,35.959,0.943,0.0,,,,,,,,,109862.0,2025.0,14.796,0.273,0.13,,,,,,,,,,48.15,7425058,29.715
LAO,Laos,2/8/2021,6765.0,199.0,7.0,0.0,911.104,26.801,0.943,0.0,,,,,,,,,112160.0,2298.0,15.106,0.309,0.12,,,,,,,,,,48.15,7425058,29.715
LAO,Laos,3/8/2021,7015.0,250.0,7.0,0.0,944.774,33.67,0.943,0.0,,,,,,,,,114111.0,1951.0,15.368,0.263,0.1208,,,,,,,,,,53.7,7425058,29.715
LAO,Laos,4/8/2021,7305.0,290.0,7.0,0.0,983.831,39.057,0.943,0.0,,,,,,,,,116807.0,2696.0,15.731,0.363,0.1168,,,,,,,,,,53.7,7425058,29.715
LAO,Laos,5/8/2021,7511.0,206.0,7.0,0.0,1011.575,27.744,0.943,0.0,,,,,,,,,119199.0,2392.0,16.054,0.322,0.1125,,,,,,,,,,53.7,7425058,29.715
LAO,Laos,6/8/2021,7778.0,267.0,7.0,0.0,1047.534,35.959,0.943,0.0,,,,,,,,,121399.0,2200.0,16.35,0.296,0.1151,,1315924.0,,,,,17.72,,,53.7,7425058,29.715
LAO,Laos,7/8/2021,7778.0,0.0,7.0,0.0,1047.534,0.0,0.943,0.0,,,,,,,,,125283.0,3884.0,16.873,0.523,0.0848,,,,,,,,,,53.7,7425058,29.715
LAO,Laos,8/8/2021,8392.0,614.0,8.0,1.0,1130.227,82.693,1.077,0.135,,,,,,,,,128508.0,3225.0,17.307,0.434,0.0979,,1361484.0,,,,,18.34,,,53.7,7425058,29.715
LAO,Laos,9/8/2021,8561.0,169.0,8.0,0.0,1152.988,22.761,1.077,0.0,,,,,,,,,131239.0,2731.0,17.675,0.368,0.0941,,,,,,,,,,53.7,7425058,29.715
LAO,Laos,10/8/2021,8876.0,315.0,8.0,0.0,1195.412,42.424,1.077,0.0,,,,,,,,,134584.0,3345.0,18.126,0.451,0.0909,,,,,,,,,,53.7,7425058,29.715
LAO,Laos,11/8/2021,9161.0,285.0,8.0,0.0,1233.795,38.384,1.077,0.0,,,,,,,,,137309.0,2725.0,18.493,0.367,0.0905,,,,,,,,,,53.7,7425058,29.715
LAO,Laos,12/8/2021,9363.0,202.0,9.0,1.0,1261.0,27.205,1.212,0.135,,,,,,,,,139722.0,2413.0,18.818,0.325,0.0902,,,,,,,,,,53.7,7425058,29.715
LAO,Laos,13/8/2021,9668.0,305.0,9.0,0.0,1302.077,41.077,1.212,0.0,,,,,,,,,142640.0,2918.0,19.211,0.393,0.089,,,,,,,,,,53.7,7425058,29.715
LAO,Laos,14/8/2021,9894.0,226.0,9.0,0.0,1332.515,30.437,1.212,0.0,,,,,,,,,145127.0,2487.0,19.546,0.335,0.1066,,1662994.0,,,,,22.4,,,53.7,7425058,29.715
LAO,Laos,15/8/2021,10092.0,198.0,9.0,0.0,1359.181,26.666,1.212,0.0,,,,,,,,,147445.0,2318.0,19.858,0.312,0.0898,,,,,,,,,,53.7,7425058,29.715
LAO,Laos,16/8/2021,10441.0,349.0,9.0,0.0,1406.184,47.003,1.212,0.0,,,,,,,,,149932.0,2487.0,20.193,0.335,0.1006,,,,,,,,,,53.7,7425058,29.715
LAO,Laos,17/8/2021,10648.0,207.0,9.0,0.0,1434.063,27.879,1.212,0.0,,,,,,,,,152078.0,2146.0,20.482,0.289,0.1013,,1828039.0,,,,,24.62,,,50.0,7425058,29.715
LAO,Laos,18/8/2021,11029.0,381.0,9.0,0.0,1485.376,51.313,1.212,0.0,,,,,,,,,154847.0,2769.0,20.855,0.373,0.1065,,,,,,,,,,50.0,7425058,29.715
LAO,Laos,19/8/2021,11313.0,284.0,9.0,0.0,1523.624,38.249,1.212,0.0,,,,,,,,,157303.0,2456.0,21.185,0.331,0.1109,,,,,,,,,,50.0,7425058,29.715
LAO,Laos,20/8/2021,11753.0,440.0,11.0,2.0,1582.883,59.259,1.481,0.269,,,,,,,,,160620.0,3317.0,21.632,0.447,0.1159,3044669.0,2060418.0,1644691.0,,,41.01,27.75,22.15,,50.0,7425058,29.715
LAO,Laos,21/8/2021,12164.0,411.0,11.0,0.0,1638.236,55.353,1.481,0.0,,,,,,,,,163373.0,2753.0,22.003,0.371,0.1244,3707109.0,2060418.0,1646691.0,,662440.0,49.93,27.75,22.18,,50.0,7425058,29.715
LAO,Laos,22/8/2021,12469.0,305.0,11.0,0.0,1679.313,41.077,1.481,0.0,,,,,,,,,166096.0,2723.0,22.37,0.367,0.1275,3774074.0,2109937.0,1664137.0,,66965.0,50.83,28.42,22.41,,50.0,7425058,29.715
LAO,Laos,23/8/2021,12621.0,152.0,11.0,0.0,1699.785,20.471,1.481,0.0,,,,,,,,,168523.0,2427.0,22.697,0.327,0.1173,3799078.0,2131014.0,1668064.0,,25004.0,51.17,28.7,22.47,,50.0,7425058,29.715
LAO,Laos,24/8/2021,12957.0,336.0,11.0,0.0,1745.037,45.252,1.481,0.0,,,,,,,,,170865.0,2342.0,23.012,0.315,0.1229,3874672.0,2188426.0,1686246.0,,75594.0,52.18,29.47,22.71,,50.0,7425058,29.715
LAO,Laos,25/8/2021,13909.0,952.0,11.0,0.0,1873.251,128.214,1.481,0.0,,,,,,,,,173992.0,3127.0,23.433,0.421,0.1504,3937503.0,2235384.0,1702119.0,,62831.0,53.03,30.11,22.92,,50.0,7425058,29.715
LAO,Laos,26/8/2021,14104.0,195.0,12.0,1.0,1899.514,26.262,1.616,0.135,,,,,,,,,177359.0,3367.0,23.887,0.453,0.1392,4001318.0,2278765.0,1722553.0,,63815.0,53.89,30.69,23.2,,50.0,7425058,29.715
LAO,Laos,27/8/2021,14351.0,247.0,12.0,0.0,1932.78,33.266,1.616,0.0,,,,,,,,,181099.0,3740.0,24.39,0.504,0.1268,,,,,,,,,,50.0,7425058,29.715
LAO,Laos,28/8/2021,14466.0,115.0,12.0,0.0,1948.268,15.488,1.616,0.0,,,,,,,,,183938.0,2839.0,24.773,0.382,0.1119,4135314.0,2376594.0,1758720.0,,,55.69,32.01,23.69,,50.0,7425058,29.715
LAO,Laos,29/8/2021,14641.0,175.0,12.0,0.0,1971.836,23.569,1.616,0.0,,,,,,,,,186899.0,2961.0,25.171,0.399,0.1044,4182234.0,2407056.0,1775178.0,,46920.0,56.33,32.42,23.91,,50.0,7425058,29.715
LAO,Laos,30/8/2021,14816.0,175.0,14.0,2.0,1995.405,23.569,1.886,0.269,,,,,,,,,189111.0,2212.0,25.469,0.298,0.1066,4205037.0,2420333.0,1784704.0,,22803.0,56.63,32.6,24.04,,50.0,7425058,29.715
LAO,Laos,31/8/2021,15015.0,199.0,14.0,0.0,2022.206,26.801,1.886,0.0,,,,,,,,,192632.0,3521.0,25.944,0.474,0.0945,4238543.0,2443845.0,1794698.0,,33506.0,57.08,32.91,24.17,,50.0,7425058,29.715
LAO,Laos,1/9/2021,15289.0,274.0,14.0,0.0,2059.108,36.902,1.886,0.0,,,,,,,,,196460.0,3828.0,26.459,0.516,0.0614,4278784.0,2474767.0,1804017.0,,40241.0,57.63,33.33,24.3,,53.7,7425058,29.715
LAO,Laos,2/9/2021,15459.0,170.0,14.0,0.0,2082.004,22.895,1.886,0.0,,,,,,,,,200171.0,3711.0,26.959,0.5,0.0594,4319366.0,2504151.0,1815215.0,,40582.0,58.17,33.73,24.45,,53.7,7425058,29.715
LAO,Laos,3/9/2021,15605.0,146.0,15.0,1.0,2101.667,19.663,2.02,0.135,,,,,,,,,202978.0,2807.0,27.337,0.378,0.0573,4354163.0,2529903.0,1824260.0,,34797.0,58.64,34.07,24.57,,53.7,7425058,29.715
LAO,Laos,4/9/2021,15761.0,156.0,16.0,1.0,2122.677,21.01,2.155,0.135,,,,,,,,,206158.0,3180.0,27.765,0.428,0.0583,4369013.0,2537992.0,1831021.0,,14850.0,58.84,34.18,24.66,,53.7,7425058,29.715
LAO,Laos,5/9/2021,15933.0,172.0,16.0,0.0,2145.842,23.165,2.155,0.0,,,,,,,,,209251.0,3093.0,28.182,0.417,0.0578,4382959.0,2545657.0,1837302.0,,13946.0,59.03,34.28,24.74,,53.7,7425058,29.715
LAO,Laos,6/9/2021,16058.0,125.0,16.0,0.0,2162.677,16.835,2.155,0.0,,,,,,,,,211730.0,2479.0,28.516,0.334,0.0549,,,,,,,,,,53.7,7425058,29.715
LAO,Laos,7/9/2021,16365.0,307.0,16.0,0.0,2204.023,41.346,2.155,0.0,,,,,,,,,215889.0,4159.0,29.076,0.56,0.0581,4402770.0,2560372.0,1842398.0,,,59.3,34.48,24.81,,53.7,7425058,29.715
LAO,Laos,8/9/2021,16576.0,211.0,16.0,0.0,2232.44,28.417,2.155,0.0,,,,,,,,,221274.0,5385.0,29.801,0.725,0.0519,,,,,,,,,,53.7,7425058,29.715
LAO,Laos,9/9/2021,16742.0,166.0,16.0,0.0,2254.797,22.357,2.155,0.0,,,,,,,,,225596.0,4322.0,30.383,0.582,0.0505,,,,,,,,,,53.7,7425058,29.715
LAO,Laos,10/9/2021,16936.0,194.0,16.0,0.0,2280.925,26.128,2.155,0.0,,,,,,,,,229918.0,4322.0,30.965,0.582,0.0494,,2633604.0,1859931.0,,,,35.47,25.05,,53.7,7425058,29.715
LAO,Laos,11/9/2021,17140.0,204.0,16.0,0.0,2308.399,27.475,2.155,0.0,,,,,,,,,234358.0,4440.0,31.563,0.598,0.0489,,2650948.0,1860415.0,,,,35.7,25.06,,53.7,7425058,29.715
LAO,Laos,12/9/2021,17357.0,217.0,16.0,0.0,2337.625,29.225,2.155,0.0,,,,,,,,,238450.0,4092.0,32.114,0.551,0.0488,,,,,,,,,,53.7,7425058,29.715
LAO,Laos,13/9/2021,17555.0,198.0,16.0,0.0,2364.291,26.666,2.155,0.0,,,,,,,,,241875.0,3425.0,32.576,0.461,0.0497,,,,,,,,,,53.7,7425058,29.715
LAO,Laos,14/9/2021,17682.0,127.0,16.0,0.0,2381.396,17.104,2.155,0.0,,,,,,,,,245860.0,3985.0,33.112,0.537,0.0439,,,,,,,,,,70.37,7425058,29.715
LAO,Laos,15/9/2021,17905.0,223.0,16.0,0.0,2411.429,30.033,2.155,0.0,,,,,,,,,251093.0,5233.0,33.817,0.705,0.0446,,,,,,,,,,70.37,7425058,29.715
LAO,Laos,16/9/2021,18059.0,154.0,16.0,0.0,2432.17,20.741,2.155,0.0,,,,,,,,,256363.0,5270.0,34.527,0.71,0.0428,,,,,,,,,,70.37,7425058,29.715
LAO,Laos,17/9/2021,18347.0,288.0,16.0,0.0,2470.957,38.788,2.155,0.0,,,,,,,,,261053.0,4690.0,35.158,0.632,0.0453,,,,,,,,,,70.37,7425058,29.715
LAO,Laos,18/9/2021,18814.0,467.0,16.0,0.0,2533.852,62.895,2.155,0.0,,,,,,,,,267557.0,6504.0,36.034,0.876,0.0504,,,,,,,,,,70.37,7425058,29.715
LAO,Laos,19/9/2021,19185.0,371.0,16.0,0.0,2583.818,49.966,2.155,0.0,,,,,,,,,272875.0,5318.0,36.751,0.716,0.0531,,2799549.0,1909360.0,,,,37.7,25.72,,73.61,7425058,29.715
LAO,Laos,20/9/2021,19399.0,214.0,16.0,0.0,2612.64,28.821,2.155,0.0,,,,,,,,,277992.0,5117.0,37.44,0.689,0.0511,,,,,,,,,,75.46,7425058,29.715
LAO,Laos,21/9/2021,19730.0,331.0,16.0,0.0,2657.218,44.579,2.155,0.0,,,,,,,,,284500.0,6508.0,38.316,0.876,0.053,,,,,,,,,,75.46,7425058,29.715
LAO,Laos,22/9/2021,19952.0,222.0,16.0,0.0,2687.117,29.899,2.155,0.0,,,,,,,,,290413.0,5913.0,39.113,0.796,0.0521,,,,,,,,,,75.46,7425058,29.715
LAO,Laos,23/9/2021,20646.0,694.0,16.0,0.0,2780.584,93.467,2.155,0.0,,,,,,,,,296065.0,5652.0,39.874,0.761,0.0652,,,,,,,,,,75.46,7425058,29.715
LAO,Laos,24/9/2021,21080.0,434.0,16.0,0.0,2839.035,58.451,2.155,0.0,,,,,,,,,302030.0,5965.0,40.677,0.803,0.0667,,,,,,,,,,75.46,7425058,29.715
LAO,Laos,25/9/2021,21527.0,447.0,16.0,0.0,2899.237,60.202,2.155,0.0,,,,,,,,,309704.0,7674.0,41.711,1.034,0.0644,,,,,,,,,,75.46,7425058,29.715
LAO,Laos,26/9/2021,21819.0,292.0,16.0,0.0,2938.563,39.326,2.155,0.0,,,,,,,,,314520.0,4816.0,42.359,0.649,0.0633,,,,,,,,,,75.46,7425058,29.715
LAO,Laos,27/9/2021,22441.0,622.0,16.0,0.0,3022.333,83.77,2.155,0.0,,,,,,,,,320586.0,6066.0,43.176,0.817,0.0714,,,,,,,,,,75.46,7425058,29.715
LAO,Laos,28/9/2021,22941.0,500.0,16.0,0.0,3089.673,67.34,2.155,0.0,,,,,,,,,326497.0,5911.0,43.972,0.796,0.0765,,,,,,,,,,75.46,7425058,29.715
LAO,Laos,29/9/2021,23488.0,547.0,17.0,1.0,3163.342,73.669,2.29,0.135,,,,,,,,,333572.0,7075.0,44.925,0.953,0.0819,,,,,,,,,,75.46,7425058,29.715
LAO,Laos,30/9/2021,23846.0,358.0,18.0,1.0,3211.557,48.215,2.424,0.135,,,,,,,,,339909.0,6337.0,45.779,0.853,0.073,,2983763.0,2080368.0,,,,40.19,28.02,,75.46,7425058,29.715
LAO,Laos,1/10/2021,24310.0,464.0,20.0,2.0,3274.048,62.491,2.694,0.269,,,,,,,,,346302.0,6393.0,46.64,0.861,0.073,,,,,,,,,,72.22,7425058,29.715
LAO,Laos,2/10/2021,24916.0,606.0,21.0,1.0,3355.664,81.616,2.828,0.135,,,,,,,,,353011.0,6709.0,47.543,0.904,0.0783,,,,,,,,,,72.22,7425058,29.715
LAO,Laos,3/10/2021,25217.0,301.0,22.0,1.0,3396.202,40.538,2.963,0.135,,,,,,,,,358275.0,5264.0,48.252,0.709,0.0777,,,,,,,,,,72.22,7425058,29.715
LAO,Laos,4/10/2021,25524.0,307.0,22.0,0.0,3437.549,41.346,2.963,0.0,,,,,,,,,362866.0,4591.0,48.87,0.618,0.0729,,,,,,,,,,72.22,7425058,29.715
LAO,Laos,5/10/2021,25987.0,463.0,22.0,0.0,3499.905,62.356,2.963,0.0,,,,,,,,,366691.0,3825.0,49.386,0.515,0.0758,,,,,,,,,,72.22,7425058,29.715
LAO,Laos,6/10/2021,26462.0,475.0,23.0,1.0,3563.878,63.973,3.098,0.135,,,,,,,,,371565.0,4874.0,50.042,0.656,0.0783,,,,,,,,,,72.22,7425058,29.715
LAO,Laos,7/10/2021,26876.0,414.0,23.0,0.0,3619.635,55.757,3.098,0.0,,,,,,,,,376530.0,4965.0,50.711,0.669,0.0827,,,,,,,,,,72.22,7425058,29.715
LAO,Laos,8/10/2021,27607.0,731.0,24.0,1.0,3718.085,98.45,3.232,0.135,,,,,,,,,382014.0,5484.0,51.449,0.739,0.0923,,,,,,,,,,72.22,7425058,29.715
LAO,Laos,9/10/2021,27607.0,0.0,24.0,0.0,3718.085,0.0,3.232,0.0,,,,,,,,,387095.0,5081.0,52.134,0.684,0.079,,,,,,,,,,72.22,7425058,29.715
LAO,Laos,10/10/2021,28540.0,933.0,26.0,2.0,3843.741,125.656,3.502,0.269,,,,,,,,,392755.0,5660.0,52.896,0.762,0.0964,,,,,,,,,,72.22,7425058,29.715
LAO,Laos,11/10/2021,28849.0,309.0,30.0,4.0,3885.357,41.616,4.04,0.539,,,,,,,,,396355.0,3600.0,53.381,0.485,0.0993,,,,,,,,,,72.22,7425058,29.715
LAO,Laos,12/10/2021,29398.0,549.0,33.0,3.0,3959.296,73.939,4.444,0.404,,,,,,,,,401595.0,5240.0,54.086,0.706,0.0977,,,,,,,,,,75.0,7425058,29.715
LAO,Laos,13/10/2021,29964.0,566.0,35.0,2.0,4035.524,76.228,4.714,0.269,,,,,,,,,408022.0,6427.0,54.952,0.866,0.0961,,3091161.0,2343258.0,,,,41.63,31.56,,75.0,7425058,29.715
LAO,Laos,14/10/2021,30615.0,651.0,36.0,1.0,4123.2,87.676,4.848,0.135,,,,,,,,,414877.0,6855.0,55.875,0.923,0.0975,,,,,,,,,,75.0,7425058,29.715
LAO,Laos,15/10/2021,31188.0,573.0,36.0,0.0,4200.371,77.171,4.848,0.0,,,,,,,,,421389.0,6512.0,56.752,0.877,0.0909,,,,,,,,,,75.0,7425058,29.715
LAO,Laos,16/10/2021,31736.0,548.0,38.0,2.0,4274.175,73.804,5.118,0.269,,,,,,,,,427991.0,6602.0,57.641,0.889,0.101,,,,,,,,,,75.0,7425058,29.715
LAO,Laos,17/10/2021,32029.0,293.0,40.0,2.0,4313.636,39.461,5.387,0.269,,,,,,,,,433613.0,5622.0,58.399,0.757,0.0854,,,,,,,,,,75.0,7425058,29.715
LAO,Laos,18/10/2021,32314.0,285.0,40.0,0.0,4352.02,38.384,5.387,0.0,,,,,,,,,437250.0,3637.0,58.888,0.49,0.0847,,,,,,,,,,75.0,7425058,29.715
LAO,Laos,19/10/2021,32971.0,657.0,45.0,5.0,4440.504,88.484,6.061,0.673,,,,,,,,,443161.0,5911.0,59.685,0.796,0.086,,,,,,,,,,75.0,7425058,29.715
LAO,Laos,20/10/2021,33606.0,635.0,47.0,2.0,4526.025,85.521,6.33,0.269,,,,,,,,,448871.0,5710.0,60.454,0.769,0.0892,,,,,,,,,,75.0,7425058,29.715
LAO,Laos,21/10/2021,33998.0,392.0,49.0,2.0,4578.819,52.794,6.599,0.269,,,,,,,,,455450.0,6579.0,61.34,0.886,0.0834,,3178111.0,2698846.0,,,,42.8,36.35,,75.0,7425058,29.715
LAO,Laos,22/10/2021,34518.0,520.0,49.0,0.0,4648.853,70.033,6.599,0.0,,,,,,,,,461030.0,5580.0,62.091,0.752,0.084,,,,,,,,,,75.0,7425058,29.715
LAO,Laos,23/10/2021,34985.0,467.0,50.0,1.0,4711.748,62.895,6.734,0.135,,,,,,,,,,,,,0.0891,,,,,,,,,,75.0,7425058,29.715
LAO,Laos,24/10/2021,35633.0,648.0,52.0,2.0,4799.02,87.272,7.003,0.269,,,,,,,,,467868.0,6838.0,63.012,0.921,0.1052,,,,,,,,,,75.0,7425058,29.715
LAO,Laos,25/10/2021,36248.0,615.0,53.0,1.0,4881.847,82.828,7.138,0.135,,,,,,,,,473609.0,5741.0,63.785,0.773,0.1082,,,,,,,,,,75.0,7425058,29.715
LAO,Laos,26/10/2021,37018.0,770.0,56.0,3.0,4985.55,103.703,7.542,0.404,,,,,,,,,479718.0,6109.0,64.608,0.823,0.1107,,,,,,,,,,75.0,7425058,29.715
LAO,Laos,27/10/2021,37751.0,733.0,59.0,3.0,5084.27,98.72,7.946,0.404,,,,,,,,,485225.0,5507.0,65.35,0.742,0.114,,,,,,,,,,75.0,7425058,29.715
LAO,Laos,28/10/2021,38281.0,530.0,59.0,0.0,5155.65,71.38,7.946,0.0,,,,,,,,,490822.0,5597.0,66.103,0.754,0.1211,,3251958.0,2776646.0,,,,43.8,37.4,,75.0,7425058,29.715
LAO,Laos,29/10/2021,38728.0,447.0,61.0,2.0,5215.852,60.202,8.215,0.269,,,,,,,,,496410.0,5588.0,66.856,0.753,0.119,,,,,,,,,,75.0,7425058,29.715
LAO,Laos,30/10/2021,39586.0,858.0,62.0,1.0,5331.406,115.555,8.35,0.135,,,,,,,,,503585.0,7175.0,67.822,0.966,0.1176,,,,,,,,,,75.0,7425058,29.715
LAO,Laos,31/10/2021,40271.0,685.0,65.0,3.0,5423.661,92.255,8.754,0.404,,,,,,,,,509758.0,6173.0,68.654,0.831,0.1107,,,,,,,,,,75.0,7425058,29.715
LAO,Laos,1/11/2021,40956.0,685.0,67.0,2.0,5515.917,92.255,9.023,0.269,,,,,,,,,514971.0,5213.0,69.356,0.702,0.1138,,,,,,,,,,75.0,7425058,29.715
